Datetime,Title,Brief
NHẬN ĐỊNH THỊ TRƯỜNG 20/11 19:30,Chứng khoán phái sinh ngày 21/11/2024: Tình hình đã bớt bi quan,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 20/11/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch có sự gia tăng...
NHẬN ĐỊNH THỊ TRƯỜNG 20/11 17:15,Vietstock Daily 21/11/2024: Tâm lý lạc quan quay trở lại?,"VN-Index bật tăng mạnh trở lại sau áp lực giảm điểm liên tục kéo dài trong các phiên vừa qua. Đồng thời, khối lượng giao dịch vượt trên mức trung..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/11 15:22,"Nhịp đập Thị trường 20/11: Nhóm bất động sản và tài chính vững đà phục hồi, VN-Index tăng hơn 11 điểm","Kết thúc phiên giao dịch, VN-Index tăng 11.39 điểm (0.95%), lên mức 1,216.54 điểm; HNX-Index tăng 1.61 điểm (0.73%), lên mức 221.29 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/11 20:00,Thị trường chứng quyền 20/11/2024: Triển vọng thị trường vẫn còn bi quan,"Kết thúc phiên giao dịch ngày 19/11/2024, toàn thị trường có 5 mã tăng, 41 mã giảm và 7 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/11 19:30,Chứng khoán phái sinh ngày 20/11/2024: Phe Short đang chiếm ưu thế,"Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 19/11/2024. VN30-Index giảm điểm mạnh, cùng khối lượng giao dịch có sự sụt giảm..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/11 17:16,Vietstock Daily 20/11/2024: Áp lực điều chỉnh gia tăng,"VN-Index giảm điểm mạnh, đồng thời liên tục bám sát đường Lower của Bollinger Bands đang mở rộng cho thấy tình hình khá bi quan. Bên cạnh đó, khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/11 15:32,"Nhịp đập Thị trường 19/11: VN-Index lùi về gần 1,200","VHM duy trì mức tăng 3.4% và là mã tác động tích cực nhất tới VN-Index phiên hôm nay. Tuy nhiên, một cánh én không thể làm nên mua xuân, sắc đỏ lấn..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/11 20:00,Thị trường chứng quyền 19/11/2024: Thị trường diễn biến phân hóa,"Kết thúc phiên giao dịch ngày 18/11/2024, toàn thị trường có 18 mã tăng, 26 mã giảm và 9 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức bán..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/11 19:30,Chứng khoán phái sinh ngày 19/11/2024: Tâm lý phân vân bao trùm thị trường,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 18/11/2024. VN30-Index giảm điểm đồng thời xuất hiện mẫu hình nến High Wave...
NHẬN ĐỊNH THỊ TRƯỜNG 18/11 17:08,Vietstock Daily 19/11/2024: Áp lực điều chỉnh vẫn còn,"VN-Index dừng lại ở mức giảm nhẹ trong bối cảnh diễn biến rung lắc xảy ra với biên độ dao động khá mạnh. Bên cạnh đó, chỉ số xuất hiện mẫu hình nến..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/11 15:12,"Nhịp đập Thị trường 18/11: Giằng co tiếp diễn, VN-Index chưa thoát khỏi sắc đỏ","Kết thúc phiên giao dịch, VN-Index giảm 1.45 điểm (-0.12%), về mức 1,217.12 điểm; HNX-Index tăng 0.26 điểm (+0.12%), về mức 221.79 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/11 20:02,Thị trường chứng quyền tuần 18-22/11/2024: Phe bán tiếp tục bán áp đảo,"Kết thúc phiên giao dịch ngày 15/11/2024, toàn thị trường có 4 mã tăng, 41 mã giảm và 8 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/11 18:02,Vietstock Weekly 18-22/11/2024: Rủi ro ngắn hạn vẫn đang ở mức cao,"VN-Index giảm mạnh với hơn 33 điểm kèm theo xuất hiện mẫu hình nến Black Marubozu. Ngoài ra, chỉ số cắt xuống dưới đường SMA 200 tuần thể hiện tâm lý..."
NHẬN ĐỊNH THỊ TRƯỜNG 16/11 20:02,Chứng khoán phái sinh tuần 18-22/11/2024: Tiếp đà giảm điểm,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 15/11/2024. VN30-Index giảm điểm mạnh đồng thời xuất hiện mẫu hình nến Falling...
NHẬN ĐỊNH THỊ TRƯỜNG 15/11 18:14,Chứng khoán Tuần 11-15/11/2024: Áp lực từ khối ngoại tăng cao,"VN-Index trải qua tuần giao dịch khá tiêu cực khi liên tục giảm sâu kể từ khi cắt xuống đường SMA 200 ngày. Bên cạnh đó, áp lực bán ròng của khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/11 15:02,Nhịp đập Thị trường 15/11: Nhà đầu tư bán mạnh với tâm lý bi quan,"Kết thúc phiên giao dịch, VN-Index giảm 13.32 điểm (1.08%), về mức 1,218.57 điểm; HNX-Index đóng cửa dưới mức tham chiếu 221.53 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 14/11 20:51,Chứng khoán phái sinh ngày 15/11/2024: Thị trường tiềm ẩn nhiều rủi ro,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 14/11/2024. VN30-Index giảm điểm mạnh đồng thời xuất hiện mẫu hình nến Black...
NHẬN ĐỊNH THỊ TRƯỜNG 14/11 20:50,Thị trường chứng quyền 15/11/2024: Sắc đỏ bao trùm thị trường,"Kết thúc phiên giao dịch ngày 14/11/2024, toàn thị trường có 3 mã tăng, 43 mã giảm và 7 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 14/11 20:49,Vietstock Daily 15/11/2024: Nhiều tín hiệu tiêu cực xuất hiện,VN-Index giảm điểm mạnh đồng thời xuất hiện mẫu hình nến Black Marubozu cùng với thanh khoản vượt mức trung bình 20 phiên cho thấy tâm lý nhà đầu tư...
NHẬN ĐỊNH THỊ TRƯỜNG 14/11 15:02,Nhịp đập Thị trường 14/11: HPG và nhóm ngân hàng “nhấn chìm” VN-Index,Thị trường chứng khoán Việt Nam chìm trong sắc đỏ khi chịu áp lực kép từ nhóm ngân hàng và chứng khoán. Đà bán tháo đột ngột xuất hiện từ giữa phiên...
NHẬN ĐỊNH THỊ TRƯỜNG 13/11 20:00,Thị trường chứng quyền 14/11/2024: Trạng thái phân hóa vẫn còn,"Kết thúc phiên giao dịch ngày 13/11/2024, toàn thị trường có 22 mã tăng, 17 mã giảm và 14 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/11 19:30,Chứng khoán phái sinh ngày 14/11/2024: Tâm lý nhà đầu tư đã bớt bi quan,Các hợp đồng tương lai tăng giảm trái chiều trong phiên giao dịch ngày 13/11/2024. VN30-Index đảo chiều tăng điểm sau chuỗi giảm 4 phiên liên tiếp...
NHẬN ĐỊNH THỊ TRƯỜNG 13/11 17:12,Vietstock Daily 14/11/2024: Tâm lý bi quan đã giảm bớt,"VN-Index tăng nhẹ và phục hồi trở lại sau chuỗi giảm điểm liên tiếp gần đây. Bên cạnh đó, khối lượng giao dịch vượt trên mức trung bình 20 ngày thể..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/11 15:22,Nhịp đập Thị trường 13/11: Khối ngoại vẫn chưa dứt chuỗi bán ròng,"Kết thúc phiên giao dịch, VN-Index tăng 1.22 điểm (0.1%), lên mức 1,246.04 điểm; HNX-Index giảm 0.48 điểm (0.21%), về mức 226.21 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/11 20:00,Thị trường chứng quyền 13/11/2024: Đỏ lửa cùng thị trường cơ sở,"Kết thúc phiên giao dịch ngày 12/11/2024, toàn thị trường có 7 mã tăng, 41 mã giảm và 13 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức bán..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/11 19:30,Chứng khoán phái sinh ngày 13/11/2024: Các tín hiệu trái chiều xuất hiện,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 12/11/2024. VN30-Index tiếp tục xuất hiện phiên giảm điểm thứ tư liên tiếp và...
NHẬN ĐỊNH THỊ TRƯỜNG 12/11 17:13,Vietstock Daily 13/11/2024: Rủi ro giảm điểm gia tăng,VN-Index tiếp tục giảm điểm phiên thứ 4 liên tiếp trong bối cảnh rơi xuống dưới đường SMA 200 ngày. Điều này cho thấy tình hình đang chuyển biến tiêu...
NHẬN ĐỊNH THỊ TRƯỜNG 12/11 15:27,"Nhịp đập Thị trường 12/11: Sắc đỏ áp đảo, VN-Index xuống dưới mốc 1,250","Với lực bán mạnh, thị trường phiên 12/11 kết thúc trong sắc đỏ chủ đạo. VN-Index giảm 5.5 điểm về còn 1,244.82 điểm. HNX-Index giảm nhẹ 0.17 điểm còn..."
PHÂN TÍCH CƠ BẢN 12/11 10:02,PLX - Đang ở mức định giá hợp lý cho nhà đầu tư dài hạn,"Với vị thế dẫn đầu ngành bán lẻ xăng dầu trên cả nước, Tập đoàn Xăng Dầu Việt Nam (HOSE: PLX) là doanh nghiệp hấp dẫn mà nhà đầu tư có thể xem xét..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/11 20:30,Cổ phiếu bất động sản khu công nghiệp có tuần hút tiền,"Thanh khoản chưa được cải thiện nhiều trong tuần 04 - 08/11. Tuy vậy, vẫn có nhóm ngành hút tiền nhờ câu chuyện riêng."
NHẬN ĐỊNH THỊ TRƯỜNG 11/11 20:00,Thị trường chứng quyền 12/11/2024: Giá trị giao dịch toàn thị trường tăng hơn 100%,"Kết thúc phiên giao dịch ngày 11/11/2024, toàn thị trường có 16 mã tăng, 34 mã giảm và 11 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/11 19:30,Chứng khoán phái sinh ngày 12/11/2024: Khối ngoại tiếp tục bán ròng,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 11/11/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 11/11 17:26,Vietstock Daily 12/11/2024: Nhà đầu tư tăng cường bắt đáy,VN-Index thu hẹp đà giảm với sự xuất hiện mẫu hình nến Hammer kèm theo khối lượng vượt mức trung bình 20 ngày. Điều này cho thấy rủi ro trên thị...
NHẬN ĐỊNH THỊ TRƯỜNG 11/11 15:17,Nhịp đập Thị trường 11/11: Lực cầu giá thấp trở lại nhưng VN-Index chưa thoát sắc đỏ,"Kết thúc phiên giao dịch, VN-Index giảm 2.24 điểm (-0.18%), về mức 1,250.32 điểm; HNX-Index giảm 0.02 điểm (-0.01%), về mức 226.86 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/11 19:02,Thị trường chứng quyền tuần 11-15/11/2024: Tâm lý bi quan vẫn hiện hữu,"Kết thúc phiên giao dịch ngày 08/11/2024, toàn thị trường có 6 mã tăng, 42 mã giảm và 13 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức bán..."
NHẬN ĐỊNH THỊ TRƯỜNG 10/11 18:02,Vietstock Weekly 11-15/11/2024: Diễn biến khó lường,"Với 2 phiên giảm điểm liên tiếp vào cuối tuần qua khép lại tuần giao dịch với diễn biến khá giằng co. Bên cạnh đó, chỉ số đang test lại đáy cũ tháng..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/11 20:02,Chứng khoán phái sinh tuần 11-15/08/2024: Khối lượng giao dịch trồi sụt thất thường,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 08/11/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch có sự trồi sụt...
NHẬN ĐỊNH THỊ TRƯỜNG 08/11 17:15,Chứng khoán Tuần 04-08/11/2024: Vẫn còn tiềm ẩn rủi ro,VN-Index giảm điểm khá tiêu cực trong bối cảnh khối ngoại duy trì đà bán ròng trong thời gian dài. Điều này đã gây trở ngại không nhỏ cho sự phục hồi...
NHẬN ĐỊNH THỊ TRƯỜNG 08/11 15:14,"Nhịp đập Thị trường 08/11: Khối ngoại gia tăng bán ròng, VN-Index tiếp tục “thất thủ”","Kết thúc phiên giao dịch, VN-Index giảm 7.19 điểm (-0.57%), về mức 1,252.56 điểm; HNX-Index giảm 0.61 điểm (-0.27%), về mức 226.88 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 07/11 20:00,Thị trường chứng quyền 08/11/2024: Sắc xanh đỏ đan xen,"Kết thúc phiên giao dịch ngày 07/11/2024, toàn thị trường có 16 mã tăng, 35 mã giảm và 11 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 07/11 19:30,Chứng khoán phái sinh ngày 08/11/2024: Tâm lý thận trọng tiếp tục chi phối thị trường,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 07/11/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch tiếp tục nằm...
NHẬN ĐỊNH THỊ TRƯỜNG 07/11 17:30,Vietstock Daily 08/11/2024: Tâm lý thận trọng sẽ còn tiếp diễn?,VN-Index giảm điểm trở lại trong bối cảnh khối lượng giao dịch tiếp tục duy trì dưới mức trung bình 20 ngày. Điều này cho thấy tâm lý thận trọng của...
NHẬN ĐỊNH THỊ TRƯỜNG 07/11 14:57,Nhịp đập Thị trường 07/11: Lối đi riêng của VN-Index,"Giữa lúc đa số thị trường chứng khoán thế giới đua nhau tăng điểm, Việt Nam lại có câu chuyện khác khi nằm trong số ít các thị trường giảm điểm."
NHẬN ĐỊNH THỊ TRƯỜNG 06/11 20:00,Thị trường chứng quyền 07/11/2024: Triển vọng thị trường dần lạc quan,"Kết thúc phiên giao dịch ngày 06/11/2024, toàn thị trường có 44 mã tăng, 3 mã giảm và 15 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức bán..."
NHẬN ĐỊNH THỊ TRƯỜNG 06/11 19:30,Chứng khoán phái sinh ngày 07/11/2024: Khối ngoại bất ngờ mua ròng mạnh,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 06/11/2024. VN30-Index tăng điểm mạnh đồng thời xuất hiện mẫu hình nến White...
NHẬN ĐỊNH THỊ TRƯỜNG 06/11 17:24,Vietstock Daily 07/11/2024: Đà tăng được ủng hộ,"VN-Index bật tăng mạnh đồng thời cắt lên trên đường SMA 200 ngày. Tuy nhiên, khối lượng giao dịch cần vượt lên trên mức trung bình 20 ngày để đà tăng..."
NHẬN ĐỊNH THỊ TRƯỜNG 06/11 15:12,"Nhịp đập Thị trường 06/11: Sắc xanh lan tỏa, VN-Index phục hồi hơn 15 điểm","Kết thúc phiên giao dịch, VN-Index tăng 15.52 điểm (1.25%), lên mức 1,261.28 điểm; HNX-Index tăng 2.9 điểm (1.29%), lên mức 227.76 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/11 20:00,Thị trường chứng quyền 06/11/2024: Khối lượng giao dịch toàn thị trường giảm hơn 60%,"Kết thúc phiên giao dịch ngày 05/11/2024, toàn thị trường có 22 mã tăng, 26 mã giảm và 14 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 05/11 19:30,Chứng khoán phái sinh ngày 06/11/2024: Tâm lý thận trọng bao trùm thị trường,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 05/11/2024. VN30-Index tăng điểm đồng thời xuất hiện mẫu hình nến Doji cùng với...
NHẬN ĐỊNH THỊ TRƯỜNG 05/11 17:15,Vietstock Daily 06/11/2024: Tâm lý thận trọng gia tăng,VN-Index phục hồi trở lại với phiên tăng nhẹ kèm theo khối lượng giao dịch sụt giảm mạnh dưới mức trung bình 20 ngày. Điều này chứng tỏ tâm lý của...
NHẬN ĐỊNH THỊ TRƯỜNG 05/11 15:42,Nhịp đập Thị trường 05/11: Tiền về nơi đâu?,"Kết phiên hôm nay, VN-Index tăng hơn 1 điểm, lên 1,245.76 điểm. HNX-Index tăng 0.4 điểm lên 224.86. Thị trường tiếp tục trong pha tích lũy với thanh..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/11 20:00,Thị trường chứng quyền 05/11/2024: Triển vọng ngắn hạn vẫn khá bi quan,"Kết thúc phiên giao dịch ngày 04/11/2024, toàn thị trường có 7 mã tăng, 44 mã giảm và 11 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/11 19:30,Chứng khoán phái sinh ngày 05/11/2024: Tình hình càng chuyển biến xấu,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 04/11/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 04/11 17:06,Vietstock Daily 05/11/2024: Tình hình càng trở nên bi quan,"VN-Index giảm điểm mạnh đồng thời bám sát đường Lower của Bollinger Bands. Ngoài ra, chỉ số cắt xuống dưới đường SMA 200 ngày cho thấy triển vọng..."
NHẬN ĐỊNH THỊ TRƯỜNG 04/11 15:07,Nhịp đập Thị trường 04/11: Áp lực khối ngoại bán ròng vẫn còn,"Kết thúc phiên giao dịch, VN-Index giảm 10.18 điểm (-0.81%), về mức 1,244.71 điểm; HNX-Index giảm 0.96 điểm (-0.43%), về mức 224.45 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 03/11 20:00,Thị trường chứng quyền tuần 04-08/11/2024: Tâm lý bi quan bao trùm,"Kết thúc phiên giao dịch ngày 01/11/2024, toàn thị trường có 1 mã tăng, 50 mã giảm và 11 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức mua..."
